Time	JDQ327	JDQ328	JDQ333	JDQ334	JDQ336	JDQ337	JFZ335	JFZ336
25/09/2025 12:49:20	0	0	0	0	0	0	0	0
25/09/2025 12:54:20	0	0	0	0	0	0	0	0
25/09/2025 12:59:20	0	0	0	0	0	0	0	0
25/09/2025 13:04:20	0	0	0	0	0	0	0	0
25/09/2025 13:09:20	0	0	0	0	0	0	0	0
25/09/2025 13:14:20	0	0	0	0	0	0	0	0
25/09/2025 13:19:20	0	0	0	0	0	0	0	0
25/09/2025 13:24:20	0	0	0	0	0	0	0	0
25/09/2025 13:29:20	0	0	0	0	0	0	0	0
25/09/2025 13:34:20	0	0	0	0	0	0	0	0
25/09/2025 13:39:20	0	1	0	0	0	0	0	0
25/09/2025 13:44:20	0	1	0	0	0	0	0	0
25/09/2025 13:49:20	0	1	0	0	0	0	0	0
25/09/2025 13:54:20	0	2	0	0	0	0	0	0
25/09/2025 13:59:20	0	4	0	0	0	0	0	0
25/09/2025 14:04:20	0	0	0	0	0	0	0	0
25/09/2025 14:09:20	0	0	0	0	0	0	0	0
25/09/2025 14:14:20	0	0	0	13	0	0	0	0
25/09/2025 14:19:20	0	1	0	0	0	0	0	0
25/09/2025 14:24:20	0	0	0	0	0	0	0	0
25/09/2025 14:29:20	0	0	0	0	0	0	0	0
25/09/2025 14:34:20	0	0	0	0	10	0	0	0
25/09/2025 14:39:20	0	0	0	0	0	0	0	0
25/09/2025 14:44:20	0	0	0	0	0	0	0	0
25/09/2025 14:49:20	0	0	0	0	0	0	0	0
25/09/2025 14:54:20	0	0	0	0	0	0	0	0
25/09/2025 14:59:20	0	0	0	0	0	0	0	0
25/09/2025 15:04:20	0	0	0	0	0	0	0	0
25/09/2025 15:09:20	0	0	0	0	0	0	0	0
25/09/2025 15:14:20	0	0	0	0	0	0	0	0
25/09/2025 15:19:20	0	0	0	0	0	0	0	0
25/09/2025 15:24:20	0	0	0	0	0	1	0	0
25/09/2025 15:29:20	0	0	0	0	0	0	0	0
25/09/2025 15:34:20	0	0	0	14	0	0	0	0
25/09/2025 15:39:20	37	0	0	8	0	0	0	0
25/09/2025 15:44:20	0	0	0	0	0	0	0	0
25/09/2025 15:49:20	6	0	0	0	0	0	0	2
25/09/2025 15:54:20	0	0	0	0	0	0	0	1
25/09/2025 15:59:20	1	0	0	0	0	0	0	1
25/09/2025 16:04:20	0	0	0	0	0	0	0	3
25/09/2025 16:09:20	0	0	0	0	0	0	0	3
25/09/2025 16:14:20	0	0	0	0	0	0	0	0
25/09/2025 16:19:20	0	0	0	0	0	0	0	1
25/09/2025 16:24:20	0	0	3	0	0	0	0	1
25/09/2025 16:29:20	0	0	0	0	0	0	0	0
25/09/2025 16:34:20	0	0	0	0	0	0	0	0
25/09/2025 16:39:20	0	2	0	0	0	0	0	0
25/09/2025 16:44:20	0	1	0	0	0	0	0	0
25/09/2025 16:49:20	0	0	0	0	0	0	0	0
25/09/2025 16:54:20	0	0	0	0	0	0	0	0
25/09/2025 16:59:20	0	0	0	0	6	34	0	0
25/09/2025 17:04:20	0	0	0	0	0	7	0	0
25/09/2025 17:09:20	0	0	0	0	0	0	0	0
25/09/2025 17:14:20	0	0	0	0	0	0	0	0
25/09/2025 17:19:20	0	0	0	0	0	0	0	0
25/09/2025 17:24:20	0	0	0	0	0	0	0	0
25/09/2025 17:29:20	0	0	0	0	0	0	0	0
25/09/2025 17:34:20	0	0	0	0	0	0	0	0
25/09/2025 17:39:20	0	0	0	0	0	0	0	0
25/09/2025 17:44:20	0	0	0	0	0	0	0	0
25/09/2025 17:49:20	0	0	0	0	0	0	0	0
25/09/2025 17:54:20	0	0	0	0	0	0	0	0
25/09/2025 17:59:20	0	0	0	0	0	0	0	0
25/09/2025 18:04:20	0	0	0	18	0	0	0	0
25/09/2025 18:09:20	0	0	0	24	0	0	0	0
25/09/2025 18:14:20	0	0	0	0	0	0	0	0
25/09/2025 18:19:20	0	0	0	27	0	0	0	0
25/09/2025 18:24:20	0	0	0	0	0	0	0	0
25/09/2025 18:29:20	0	0	0	0	0	58	0	0
25/09/2025 18:34:20	0	0	0	0	0	38	0	0
25/09/2025 18:39:20	0	0	33	0	1	24	0	0
25/09/2025 18:44:20	0	0	47	0	0	3	0	0
25/09/2025 18:49:20	0	0	32	0	0	0	0	0
25/09/2025 18:54:20	0	0	22	0	0	0	0	0
25/09/2025 18:59:20	0	0	48	0	0	0	0	0
25/09/2025 19:04:20	13	0	0	0	0	0	0	0
25/09/2025 19:09:20	0	0	9	0	0	0	0	0
25/09/2025 19:14:20	0	0	0	0	0	0	0	0
25/09/2025 19:19:20	0	0	0	0	0	0	0	0
25/09/2025 19:24:20	0	0	0	0	0	0	0	0
25/09/2025 19:29:20	0	0	0	0	0	0	0	0
25/09/2025 19:34:20	0	0	0	0	0	0	0	0
25/09/2025 19:39:20	0	0	0	0	0	0	0	0
25/09/2025 19:44:20	0	0	0	0	0	0	0	0
25/09/2025 19:49:20	0	1	0	0	0	0	0	0
25/09/2025 19:54:20	0	0	0	10	0	0	0	0
25/09/2025 19:59:20	0	0	0	0	17	0	0	0
25/09/2025 20:04:20	0	0	0	0	0	43	0	0
25/09/2025 20:09:20	55	0	0	0	0	56	0	0
25/09/2025 20:14:20	23	9	0	0	24	1	1	0
25/09/2025 20:19:20	75	7	82	10	9	0	0	0
25/09/2025 20:24:20	35	6	45	37	44	0	0	0
25/09/2025 20:29:20	0	4	4	65	18	0	0	0
25/09/2025 20:34:20	0	8	0	86	89	78	0	24
25/09/2025 20:39:20	0	8	31	35	62	102	0	22
25/09/2025 20:44:20	0	2	66	40	40	43	0	7
25/09/2025 20:49:20	0	1	69	64	86	78	0	8
25/09/2025 20:54:20	0	3	65	57	51	33	0	0
25/09/2025 20:59:20	37	0	29	37	102	0	0	0
25/09/2025 21:04:20	93	2	43	45	130	0	0	1
25/09/2025 21:09:20	10	0	0	0	71	0	0	1
25/09/2025 21:14:20	146	3	56	36	0	3	0	10
25/09/2025 21:19:20	21	0	1	30	72	86	0	31
25/09/2025 21:24:20	0	0	59	49	100	44	0	0
25/09/2025 21:29:20	0	0	13	0	91	13	0	0
25/09/2025 21:34:20	0	0	0	0	19	51	0	0
25/09/2025 21:39:20	0	0	62	0	37	125	0	0
25/09/2025 21:44:20	0	2	0	0	6	80	0	0
25/09/2025 21:49:20	0	0	37	0	109	0	0	3
25/09/2025 21:54:20	0	0	14	0	0	0	0	0
25/09/2025 21:59:20	0	2	45	0	9	0	0	52
25/09/2025 22:04:20	0	0	41	0	0	0	0	2
25/09/2025 22:09:20	0	0	0	0	0	0	0	0
25/09/2025 22:14:20	0	0	1	0	89	0	0	0
25/09/2025 22:19:20	0	0	40	0	58	0	0	0
25/09/2025 22:24:20	0	0	0	0	58	0	0	0
25/09/2025 22:29:20	0	0	7	0	45	0	0	0
25/09/2025 22:34:20	0	1	61	0	63	0	0	0
25/09/2025 22:39:20	0	0	0	0	0	0	0	0
25/09/2025 22:44:20	0	0	0	0	0	0	0	0
25/09/2025 22:49:20	0	0	0	0	0	0	0	0
25/09/2025 22:54:20	0	0	0	0	1	0	0	0
25/09/2025 22:59:20	0	0	0	3	46	0	0	0
25/09/2025 23:04:20	12	0	0	0	33	0	0	0
25/09/2025 23:09:20	2	0	0	39	80	0	0	0
25/09/2025 23:14:20	42	0	0	103	111	0	0	0
25/09/2025 23:19:20	0	0	0	60	28	0	0	0
25/09/2025 23:24:20	27	0	0	42	64	0	0	0
25/09/2025 23:29:20	8	0	0	4	0	0	0	0
25/09/2025 23:34:20	0	0	0	23	12	0	0	0
25/09/2025 23:39:20	0	0	0	48	3	0	0	0
25/09/2025 23:44:20	0	0	0	83	2	0	0	0
25/09/2025 23:49:20	0	0	0	61	0	66	0	0
25/09/2025 23:54:20	0	0	0	54	0	4	0	1
25/09/2025 23:59:20	0	0	0	0	0	21	0	0
26/09/2025 0:04:20	55	0	0	0	0	73	0	0
26/09/2025 0:09:20	93	0	0	0	0	65	0	0
26/09/2025 0:14:20	0	0	0	0	0	86	0	0
26/09/2025 0:19:20	0	0	0	0	0	0	0	0
26/09/2025 0:24:20	0	0	13	0	0	89	0	0
26/09/2025 0:29:20	0	0	30	0	0	0	0	0
26/09/2025 0:34:20	18	0	69	0	0	41	0	0
26/09/2025 0:39:20	25	0	137	0	0	44	0	11
26/09/2025 0:44:20	0	4	88	0	0	11	0	0
26/09/2025 0:49:20	59	6	1	0	0	72	0	2
26/09/2025 0:54:20	0	1	0	0	0	0	0	1
26/09/2025 0:59:20	0	0	0	0	0	109	0	0
26/09/2025 1:04:20	0	0	54	0	0	99	0	0
26/09/2025 1:09:20	0	0	1	0	0	2	0	18
26/09/2025 1:14:20	0	2	56	0	0	0	0	0
26/09/2025 1:19:20	3	0	107	0	0	0	1	0
26/09/2025 1:24:20	0	0	88	0	0	0	0	0
26/09/2025 1:29:20	0	0	21	0	0	0	0	0
26/09/2025 1:34:20	0	0	0	0	0	0	0	0
26/09/2025 1:39:20	0	0	0	0	0	0	1	0
26/09/2025 1:44:20	0	0	0	0	0	0	0	0
26/09/2025 1:49:20	0	0	0	0	0	0	0	0
26/09/2025 1:54:20	0	0	0	0	0	0	0	0
26/09/2025 1:59:20	0	0	0	0	0	0	0	0
26/09/2025 2:04:20	0	0	0	0	0	0	0	0
26/09/2025 2:09:20	0	0	0	0	0	0	0	0
26/09/2025 2:14:20	0	0	0	0	0	0	0	0
26/09/2025 2:19:20	0	0	0	0	0	0	0	0
26/09/2025 2:24:20	0	0	0	0	0	0	0	0
26/09/2025 2:29:20	0	0	0	0	0	0	0	0
26/09/2025 2:34:20	0	0	0	0	0	0	0	0
26/09/2025 2:39:20	0	0	0	0	0	0	0	0
26/09/2025 2:44:20	0	0	0	0	0	0	0	0
26/09/2025 2:49:20	0	0	0	0	0	0	0	0
26/09/2025 2:54:20	0	0	0	59	0	0	0	0
26/09/2025 2:59:20	0	0	0	49	0	0	0	0
26/09/2025 3:04:20	0	0	0	38	0	0	0	0
26/09/2025 3:09:20	0	0	0	1	6	0	0	0
26/09/2025 3:14:20	0	0	0	0	0	0	0	0
26/09/2025 3:19:20	0	0	0	64	0	12	0	0
26/09/2025 3:24:20	0	1	0	86	0	0	0	0
26/09/2025 3:29:20	0	0	0	0	0	0	0	0
26/09/2025 3:34:20	0	0	0	0	0	4	0	0
26/09/2025 3:39:20	0	0	0	0	0	0	0	12
26/09/2025 3:44:20	0	0	0	0	19	0	0	0
26/09/2025 3:49:20	0	0	0	0	40	0	0	0
26/09/2025 3:54:20	0	0	0	0	0	0	0	0
26/09/2025 3:59:20	0	0	0	0	63	0	1	0
26/09/2025 4:04:20	0	0	52	0	17	0	0	0
26/09/2025 4:09:20	0	0	5	0	9	0	0	0
26/09/2025 4:14:20	0	0	0	0	40	0	0	0
26/09/2025 4:19:20	0	0	0	0	52	0	0	0
26/09/2025 4:24:20	0	0	38	0	0	0	0	0
26/09/2025 4:29:20	0	0	74	0	0	0	0	0
26/09/2025 4:34:20	0	0	84	0	0	0	0	0
26/09/2025 4:39:20	0	0	0	0	0	0	0	0
26/09/2025 4:44:20	0	0	0	0	0	0	0	0
26/09/2025 4:49:20	0	0	0	0	0	0	0	0
26/09/2025 4:54:20	0	6	65	0	0	0	0	0
26/09/2025 4:59:20	0	1	0	0	0	0	0	0
26/09/2025 5:04:20	0	13	52	0	0	0	0	0
26/09/2025 5:09:20	0	23	0	0	0	0	0	4
26/09/2025 5:14:20	0	8	68	0	0	0	0	0
26/09/2025 5:19:20	0	1	0	0	0	0	0	0
26/09/2025 5:24:20	0	7	0	0	0	0	0	0
26/09/2025 5:29:20	0	3	0	0	0	0	0	0
26/09/2025 5:34:20	0	15	0	0	0	60	0	33
26/09/2025 5:39:20	0	8	0	0	0	16	0	27
26/09/2025 5:44:20	0	5	0	0	0	57	0	0
26/09/2025 5:49:20	29	1	0	0	0	34	0	0
26/09/2025 5:54:20	67	0	0	0	0	173	0	0
26/09/2025 5:59:20	30	0	0	0	0	70	0	0
26/09/2025 6:04:20	0	0	0	0	0	30	0	0
26/09/2025 6:09:20	77	0	0	62	0	0	0	0
26/09/2025 6:14:20	0	0	0	78	13	132	0	0
26/09/2025 6:19:20	82	0	0	37	0	201	0	0
26/09/2025 6:24:20	64	0	0	19	40	4	0	0
26/09/2025 6:29:20	68	0	0	54	42	8	0	0
26/09/2025 6:34:20	45	0	0	92	3	149	0	0
26/09/2025 6:39:20	43	0	19	99	71	0	0	0
26/09/2025 6:44:20	110	0	0	12	81	65	0	0
26/09/2025 6:49:20	49	0	0	45	145	119	0	0
26/09/2025 6:54:20	60	0	63	0	81	39	0	0
26/09/2025 6:59:20	66	0	37	81	0	42	0	0
26/09/2025 7:04:20	1	0	16	0	0	0	0	0
26/09/2025 7:09:20	0	0	0	0	0	0	0	0
26/09/2025 7:14:20	0	0	0	0	0	0	0	0
26/09/2025 7:19:20	0	0	0	0	0	0	0	0
26/09/2025 7:24:20	0	0	1	0	0	0	0	0
26/09/2025 7:29:20	0	0	0	0	0	0	0	0
26/09/2025 7:34:20	0	0	0	0	0	0	0	0
26/09/2025 7:39:20	0	0	0	0	0	0	0	0
26/09/2025 7:44:20	0	0	1	0	0	0	0	0
26/09/2025 7:49:20	0	0	0	0	0	0	0	0
26/09/2025 7:54:20	0	0	0	0	0	0	0	0
26/09/2025 7:59:20	0	0	0	0	0	0	0	0
26/09/2025 8:04:20	0	0	0	0	0	0	0	0
26/09/2025 8:09:20	0	0	0	0	0	0	0	0
26/09/2025 8:14:20	0	0	0	0	0	0	0	0
26/09/2025 8:19:20	0	0	0	0	0	0	0	0
26/09/2025 8:24:20	0	0	0	0	0	0	0	0
26/09/2025 8:29:20	0	0	0	0	0	0	0	0
26/09/2025 8:34:20	0	0	0	0	0	0	0	0
26/09/2025 8:39:20	0	0	0	0	0	0	0	0
26/09/2025 8:44:20	0	0	0	0	0	0	0	0
26/09/2025 8:49:20	0	0	0	0	0	0	0	0
26/09/2025 8:54:20	0	0	0	0	0	0	0	0
26/09/2025 8:59:20	3	0	0	0	0	0	8	7
26/09/2025 9:04:20	0	0	0	0	0	0	0	2
26/09/2025 9:09:20	0	0	0	0	0	0	2	0
26/09/2025 9:14:20	0	0	0	0	0	0	0	0
26/09/2025 9:19:20	0	0	0	0	0	0	0	0
26/09/2025 9:24:20	0	0	0	0	0	0	0	0
26/09/2025 9:29:20	0	0	0	0	0	0	0	0
26/09/2025 9:34:20	0	0	0	0	0	0	0	0
26/09/2025 9:39:20	0	0	0	0	0	0	0	0
26/09/2025 9:44:20	0	0	0	0	0	0	0	0
26/09/2025 9:49:20	0	0	0	0	0	0	0	0
26/09/2025 9:54:20	0	0	0	0	0	0	0	0
26/09/2025 9:59:20	0	0	0	0	0	0	0	0
26/09/2025 10:04:20	0	0	0	0	0	0	0	0
26/09/2025 10:09:20	0	0	0	0	0	0	0	0
26/09/2025 10:14:20	0	0	0	0	0	0	0	0
26/09/2025 10:19:20	0	0	0	0	0	0	0	0
26/09/2025 10:24:20	0	0	0	0	0	0	0	0
26/09/2025 10:29:20	0	0	0	0	0	0	0	0
26/09/2025 10:34:20	0	0	0	0	0	0	0	0
26/09/2025 10:39:20	0	0	0	0	0	0	0	0
26/09/2025 10:44:20	0	1	0	0	0	0	0	0
26/09/2025 10:49:20	0	0	0	0	0	0	0	0
26/09/2025 10:54:20	0	0	0	0	0	0	0	0
26/09/2025 10:59:20	0	0	0	0	0	0	0	0
26/09/2025 11:04:20	0	0	0	0	0	0	0	0
26/09/2025 11:09:20	0	0	0	0	0	0	0	0
26/09/2025 11:14:20	0	0	0	0	0	0	0	0
26/09/2025 11:19:20	0	0	0	0	0	9	0	0
26/09/2025 11:24:20	0	0	0	0	0	0	0	0
26/09/2025 11:29:20	0	0	0	0	0	2	0	0
26/09/2025 11:34:20	0	0	0	0	0	0	0	0
26/09/2025 11:39:20	0	0	0	0	0	0	0	0
26/09/2025 11:44:20	0	0	0	0	0	86	0	0
26/09/2025 11:49:20	0	0	0	0	0	12	0	0
26/09/2025 11:54:20	0	0	0	0	0	0	0	0
26/09/2025 11:59:20	0	0	0	0	0	0	0	0
26/09/2025 12:04:20	0	0	0	0	0	0	0	0
26/09/2025 12:09:20	0	0	0	0	0	0	0	0
26/09/2025 12:14:20	0	0	0	0	0	0	0	0
26/09/2025 12:19:20	0	0	0	0	0	0	0	0
26/09/2025 12:24:20	0	0	0	0	0	0	0	0
26/09/2025 12:29:20	1	0	0	0	1	0	0	0
26/09/2025 12:34:20	52	0	0	0	0	0	0	0
26/09/2025 12:39:20	0	0	0	0	11	0	0	0
26/09/2025 12:44:20	0	0	0	0	0	0	0	0
26/09/2025 12:49:20	0	1	0	0	0	0	0	0
26/09/2025 12:54:20	0	0	0	2	0	0	0	0
26/09/2025 12:59:20	0	0	0	0	0	0	0	0
26/09/2025 13:04:20	0	0	0	0	0	0	0	0
26/09/2025 13:09:20	0	0	0	0	0	0	0	0
26/09/2025 13:14:20	0	0	0	0	0	0	0	0
26/09/2025 13:19:20	0	0	0	0	0	0	0	0
26/09/2025 13:24:20	0	0	0	0	0	0	0	0
26/09/2025 13:29:20	0	0	0	0	0	0	0	0
26/09/2025 13:34:20	0	0	0	0	0	0	0	0
26/09/2025 13:39:20	0	0	0	0	0	0	0	0
26/09/2025 13:44:20	0	0	0	0	0	0	0	0
26/09/2025 13:49:20	0	0	0	0	0	0	0	0
26/09/2025 13:54:20	0	0	0	0	0	0	0	0
26/09/2025 13:59:20	0	0	0	0	0	0	0	0
26/09/2025 14:04:20	0	0	0	0	0	0	0	0
26/09/2025 14:09:20	0	0	0	0	0	0	0	0
26/09/2025 14:14:20	0	0	0	0	0	0	0	0
26/09/2025 14:19:20	0	0	0	0	0	0	0	0
26/09/2025 14:24:20	0	0	0	0	0	0	0	0
26/09/2025 14:29:20	0	0	0	0	0	0	0	0
26/09/2025 14:34:20	0	0	0	0	0	0	0	0
26/09/2025 14:39:20	0	0	0	0	0	0	0	0
26/09/2025 14:44:20	0	0	0	0	0	0	0	0
26/09/2025 14:49:20	0	0	0	0	0	0	0	0
26/09/2025 14:54:20	0	0	0	0	0	0	0	0
26/09/2025 14:59:20	0	0	0	0	0	0	0	0
26/09/2025 15:04:20	0	0	0	0	0	0	0	0
26/09/2025 15:09:20	0	0	0	0	0	0	0	0
26/09/2025 15:14:20	0	0	0	0	0	0	0	0
26/09/2025 15:19:20	0	0	0	0	0	0	0	0
26/09/2025 15:24:20	0	0	0	0	9	0	0	0
26/09/2025 15:29:20	0	0	5	0	4	0	0	0
26/09/2025 15:34:20	0	0	8	0	0	0	0	0
26/09/2025 15:39:20	0	0	0	0	0	0	0	3
26/09/2025 15:44:20	0	0	0	0	0	0	0	0
26/09/2025 15:49:20	0	0	0	0	0	0	0	0
26/09/2025 15:54:20	0	0	0	0	0	0	0	0
26/09/2025 15:59:20	0	0	0	0	0	0	0	0
26/09/2025 16:04:20	0	0	0	0	0	0	0	0
26/09/2025 16:09:20	0	0	0	0	0	0	0	0
26/09/2025 16:14:20	0	0	0	0	0	0	0	0
26/09/2025 16:19:20	0	0	0	0	0	0	0	0
26/09/2025 16:24:20	0	0	0	0	0	0	0	0
26/09/2025 16:29:20	0	0	0	0	0	0	0	0
26/09/2025 16:34:20	0	0	0	0	0	0	0	0
26/09/2025 16:39:20	0	0	0	0	0	0	0	0
26/09/2025 16:44:20	0	0	0	0	0	0	0	0
26/09/2025 16:49:20	0	0	0	40	0	0	0	0
26/09/2025 16:54:20	0	0	0	0	0	0	0	0
26/09/2025 16:59:20	0	0	0	0	0	0	0	0
26/09/2025 17:04:20	0	1	0	0	0	0	0	0
26/09/2025 17:09:20	0	2	0	0	0	0	0	0
26/09/2025 17:14:20	0	0	0	0	0	0	0	0
26/09/2025 17:19:20	0	0	0	0	0	0	0	0
26/09/2025 17:24:20	0	0	0	0	0	0	0	0
26/09/2025 17:29:20	11	0	0	0	0	0	0	0
26/09/2025 17:34:20	0	0	0	0	0	0	0	0
26/09/2025 17:39:20	1	0	0	0	0	0	0	0
26/09/2025 17:44:20	0	0	0	0	0	0	0	0
26/09/2025 17:49:20	0	0	0	0	0	54	0	0
26/09/2025 17:54:20	0	0	0	0	0	48	0	0
26/09/2025 17:59:20	0	0	0	0	0	0	0	0
26/09/2025 18:04:20	0	0	0	0	0	0	0	0
26/09/2025 18:09:20	0	0	0	0	0	0	0	0
26/09/2025 18:14:20	0	0	0	0	0	0	0	0
26/09/2025 18:19:20	0	0	0	0	0	0	0	0
26/09/2025 18:24:20	0	0	0	0	0	0	0	0
26/09/2025 18:29:20	0	0	0	0	0	0	0	0
26/09/2025 18:34:20	0	0	0	0	0	0	0	0
26/09/2025 18:39:20	0	0	0	0	0	0	0	0
26/09/2025 18:44:20	0	0	6	0	0	0	0	0
26/09/2025 18:49:20	0	0	9	0	0	0	0	0
26/09/2025 18:54:20	0	0	0	0	0	0	0	0
26/09/2025 18:59:20	0	0	66	0	0	0	0	0
26/09/2025 19:04:20	0	0	83	0	0	0	0	0
26/09/2025 19:09:20	0	0	61	0	0	0	0	0
26/09/2025 19:14:20	0	0	2	0	0	0	0	0
26/09/2025 19:19:20	0	1	0	0	0	0	0	0
